shipment_id,commodity,hs_code,declared_value_usd,contract_value_usd,market_price_per_unit,declared_vs_market_ratio,declared_vs_contract_ratio,market_outlier_flag,contract_deviation_flag,benford_rare_digit_flag,is_round_value,risk_score,risk_category,risk_reasons
SHP00173,Electronics,847130,102883,103882,2893.74,0.010149484265464167,0.990383319535627,False,False,False,False,0,Low,No flags
SHP00137,Textiles,843890,62492,63027,2165.99,0.006912187847418544,0.9915115744046202,False,False,False,False,0,Low,No flags
SHP00136,Textiles,520942,133575,133961,275.56,0.10000828666829006,0.9971185643582834,False,False,False,False,0,Low,No flags
SHP00132,Minerals,260300,104608,104866,401.17,0.06386414032367034,0.997539717353575,False,False,False,False,0,Low,No flags
SHP00103,Agricultural,843890,78698,79041,2526.28,0.011602135189156024,0.9956604800040485,False,False,False,False,0,Low,No flags
SHP09772,Textiles,843890,138499,137915,2094.04,0.0301182218985001,1.0042344922597253,False,False,False,False,0,Low,No flags
SHP09770,Agricultural,520942,34944,34099,701.18,0.14361956990903685,1.0247807853602744,False,False,False,False,0,Low,No flags
SHP09763,Minerals,843890,112691,113347,1659.04,0.04876197182542779,0.9942124626148023,False,False,False,False,0,Low,No flags
SHP09747,Agricultural,847130,13057,13559,403.06,0.008931535895423446,0.9629766206947415,False,False,False,False,0,Low,No flags
SHP09743,Electronics,847130,48510,49048,722.71,0.013740503357040634,0.989031153156092,False,False,False,False,0,Low,No flags
SHP09741,Textiles,520942,51272,50436,2063.68,0.007376762826474414,1.0165754619716076,False,False,False,False,0,Low,No flags
SHP09740,Textiles,260300,100269,99576,884.74,0.024728693049124922,1.0069595083152567,False,False,False,False,0,Low,No flags
SHP09723,Agricultural,843890,60394,59689,797.54,0.01881842829723268,1.0118112214980985,False,False,False,False,0,Low,No flags
SHP02076,Electronics,100610,73831,72904,1111.97,0.014917226566429865,1.0127153516953802,False,False,False,False,0,Low,No flags
SHP02074,Agricultural,260300,55374,56225,2361.59,0.008329577935785308,0.9848643841707425,False,False,False,False,0,Low,No flags
SHP02060,Minerals,100610,108693,109157,2984.29,0.008336399279314129,0.9957492419176049,False,False,False,False,0,Low,No flags
SHP02057,Textiles,520942,103231,103161,2315.08,0.10875776510067398,1.0006785510028013,False,False,False,False,0,Low,No flags
SHP02050,Agricultural,843890,28233,28993,2729.86,0.005859653606534503,0.9737867761183734,False,False,False,False,0,Low,No flags
SHP02037,Machinery,100610,78065,77125,1037.56,0.016801925484948788,1.0121880064829822,False,False,False,False,0,Low,No flags
SHP02024,Textiles,843890,100066,100472,923.47,0.03478609649788872,0.9959590731746158,False,False,False,False,0,Low,No flags
SHP02011,Minerals,100610,53167,53906,1302.93,0.17290560375851713,0.986290950914555,False,False,False,False,0,Low,No flags
SHP01968,Textiles,260300,76908,77444,719.99,0.06497454394895794,0.993078869893084,False,False,False,False,0,Low,No flags
SHP01958,Machinery,847130,144066,143782,931.22,0.11720206727831134,1.0019752124744405,False,False,False,False,0,Low,No flags
SHP01940,Minerals,843890,104806,105540,959.96,0.2982990866878105,0.9930452908849725,False,False,False,False,0,Low,No flags
SHP09981,Minerals,100610,64185,63396,640.08,0.033729070949885046,1.0124455801627863,False,False,False,False,0,Low,No flags
SHP09963,Agricultural,520942,10720,10185,2258.37,0.0016085348692104426,1.0525282277859598,False,False,False,False,0,Low,No flags
SHP09955,Machinery,843890,142464,142109,1849.09,0.02661328691102138,1.0024980824578316,False,False,False,False,0,Low,No flags
SHP09953,Machinery,843890,118393,118521,797.52,0.0321393049347109,0.9989200226120266,False,False,False,False,0,Low,No flags
SHP09947,Machinery,843890,53038,53961,2719.54,0.01715264989748221,0.9828950538351773,False,False,False,False,0,Low,No flags
SHP02261,Machinery,520942,43977,43007,1420.63,0.0354999820146986,1.0225544678773224,False,False,False,False,0,Low,No flags
SHP02247,Electronics,260300,42535,42000,734.74,0.04365854210296982,1.0127380952380953,False,False,False,False,0,Low,No flags
SHP02227,Machinery,843890,108434,108334,254.94,0.2144888807551091,1.0009230712426385,False,False,False,False,0,Low,No flags
SHP02210,Textiles,100610,39001,38972,116.77,0.08675284636576065,1.0007441239864519,False,False,False,False,0,Low,No flags
SHP02198,Electronics,520942,56188,55753,368.0,0.03299865628024544,1.0078022707298262,False,False,False,False,0,Low,No flags
SHP02197,Electronics,100610,46514,46310,2723.64,0.01699291648847741,1.004405096091557,False,False,False,False,0,Low,No flags
SHP02186,Textiles,100610,128355,127916,1165.39,0.045795881524693334,1.003431939710435,False,False,False,False,0,Low,No flags
SHP02179,Minerals,100610,62402,62557,859.92,0.031238577509657917,0.9975222596991544,False,False,False,False,0,Low,No flags
SHP02170,Agricultural,520942,34949,34730,2178.64,0.01965889585371842,1.0063057875035992,False,False,False,False,0,Low,No flags
SHP02142,Agricultural,843890,148954,149866,1450.0,0.02528973327221175,0.9939145636768847,False,False,False,False,0,Low,No flags
SHP02122,Machinery,843890,138866,139334,2184.63,0.012854397831431075,0.9966411643963426,False,False,False,False,0,Low,No flags
SHP02116,Minerals,100610,47399,48197,1752.25,0.006408520212733559,0.9834429528808847,False,False,False,False,0,Low,No flags
SHP02114,Textiles,847130,142095,142592,619.68,0.17720543604097802,0.9965145309694794,False,False,False,False,0,Low,No flags
SHP02106,Electronics,520942,54460,53776,2023.07,0.040911069536303,1.012719428741446,False,False,False,False,0,Low,No flags
SHP02095,Textiles,260300,104846,104323,2792.47,0.05959678070748199,1.0050132760752661,False,False,False,False,0,Low,No flags
SHP02092,Minerals,100610,112535,111804,189.69,0.2717624461754715,1.0065382276126078,False,False,False,False,0,Low,No flags
SHP02318,Agricultural,520942,148463,148473,601.73,0.1053938220122582,0.9999326476867848,False,False,False,False,0,Low,No flags
SHP01928,Minerals,260300,18155,17980,216.25,0.022653469299901113,1.0097330367074526,False,False,False,False,0,Low,No flags
SHP01908,Minerals,843890,36275,35365,2192.98,0.03504537823387447,1.0257316555916867,False,False,False,False,0,Low,No flags
SHP01899,Textiles,260300,12101,11971,1730.81,0.004430623700666785,1.010859577311837,False,False,False,False,0,Low,No flags
SHP01896,Textiles,520942,74690,73955,2324.32,0.03630975090606659,1.0099384761003314,False,False,False,False,0,Low,No flags
SHP01895,Textiles,843890,21708,21208,664.29,0.01472004452630384,1.0235760090531876,False,False,False,False,0,Low,No flags
SHP01875,Machinery,843890,65684,65696,1865.27,0.011625686666897951,0.9998173404773503,False,False,False,False,0,Low,No flags
SHP01860,Minerals,843890,118591,119309,1414.27,0.19455488149404288,0.9939820130920551,False,False,False,False,0,Low,No flags
SHP01853,Machinery,847130,45264,45595,1696.72,0.009972842599443104,0.9927404320649194,False,False,False,False,0,Low,No flags
SHP01835,Textiles,100610,22667,23106,1849.63,0.002972321952246969,0.9810006059032286,False,False,False,False,0,Low,No flags
SHP01816,Textiles,847130,45244,44795,1202.88,0.011605387838497488,1.0100234401160844,False,False,False,False,0,Low,No flags
SHP01804,Agricultural,847130,68721,68445,366.46,0.34282743309898817,1.0040324348016656,False,False,False,False,0,Low,No flags
SHP02316,Machinery,843890,55650,55192,1428.19,0.15524065244145285,1.0082983041020437,False,False,False,False,0,Low,No flags
SHP02315,Agricultural,100610,44821,45334,1662.26,0.005605798863171356,0.9886839899413243,False,False,False,False,0,Low,No flags
SHP02314,Agricultural,520942,37862,37414,2847.08,0.00894319936038669,1.0119741273320149,False,False,False,False,0,Low,No flags
SHP02286,Textiles,843890,146328,146850,1351.74,0.39079995250405697,0.9964453524004085,False,False,False,False,0,Low,No flags
SHP02451,Agricultural,843890,54956,55369,687.29,0.02297713341237106,0.9925409525185573,False,False,False,False,0,Low,No flags
SHP02431,Minerals,260300,139400,139632,245.57,0.18376785885120334,0.9983384897444711,False,False,False,False,0,Low,No flags
SHP02429,Electronics,260300,32663,32610,2372.57,0.01760476706672026,1.0016252683226003,False,False,False,False,0,Low,No flags
SHP02400,Electronics,100610,79363,79080,996.28,0.056536077159481814,1.0035786545270613,False,False,False,False,0,Low,No flags
SHP02379,Minerals,100610,117259,117566,116.51,0.485962642556923,0.9973887008148614,False,False,False,False,0,Low,No flags
SHP02370,Agricultural,843890,48441,47636,278.59,1.0474649234073306,1.0168989839617095,False,False,False,False,0,Low,No flags
SHP02358,Minerals,100610,15556,15462,1476.78,0.06053867119718219,1.0060794205148105,False,False,False,False,0,Low,No flags
SHP02355,Textiles,100610,64117,63943,2376.66,0.011222036411702252,1.0027211735451886,False,False,False,False,0,Low,No flags
SHP02351,Minerals,847130,30379,29382,2468.86,0.003015899375960295,1.0339323395276019,False,False,False,False,0,Low,No flags
SHP02348,Electronics,260300,54506,53585,975.19,0.011293735670487522,1.0171876457963982,False,False,False,False,0,Low,No flags
SHP02347,Machinery,520942,49379,48658,1580.05,0.011801942096941175,1.0148177072629372,False,False,False,False,0,Low,No flags
SHP02345,Agricultural,847130,128675,128882,1882.71,0.02077374754967049,0.9983938796728791,False,False,False,False,0,Low,No flags
SHP02344,Electronics,520942,56656,56604,2416.79,0.011037036574692946,1.0009186629920146,False,False,False,False,0,Low,No flags
SHP02338,Textiles,843890,13951,13814,168.59,0.02455520856086342,1.0099174750253366,False,False,False,False,0,Low,No flags
SHP02328,Textiles,260300,23459,24088,510.26,0.012496493934142502,0.9738874128196613,False,False,False,False,0,Low,No flags
SHP02325,Electronics,520942,148946,148216,2157.01,0.014394844162020744,1.004925244238139,False,False,False,False,0,Low,No flags
SHP02561,Electronics,843890,73305,72922,1298.64,0.01550755887985605,1.0052521872685884,False,False,False,False,0,Low,No flags
SHP02560,Minerals,847130,120037,120846,1222.67,0.04735944175000335,0.9933055293514059,False,False,False,False,0,Low,No flags
SHP02545,Textiles,847130,126410,126357,935.54,0.029026815004307642,1.0004194464889162,False,False,False,False,0,Low,No flags
SHP02544,Minerals,847130,13583,12879,540.99,0.0422688097136793,1.0546626290861092,False,False,False,False,0,Low,No flags
SHP02541,Machinery,520942,120999,121055,892.04,0.04491490744779954,0.9995374003552104,False,False,False,False,0,Low,No flags
SHP02535,Electronics,260300,11309,12203,2417.69,0.007012901773492722,0.9267393263951488,False,False,False,False,0,Low,No flags
SHP02532,Machinery,260300,25311,26055,794.88,0.048466578798373516,0.9714450201496834,False,False,False,False,0,Low,No flags
SHP02510,Agricultural,100610,118565,118505,2487.09,0.01357794905526717,1.000506307750728,False,False,False,False,0,Low,No flags
SHP02501,Minerals,847130,126097,126151,462.6,0.27786261493230874,0.9995719415620962,False,False,False,False,0,Low,No flags
SHP02495,Machinery,520942,106154,106968,537.52,0.6269475096681526,0.9923902475506694,False,False,False,False,0,Low,No flags
SHP02483,Textiles,520942,19987,20212,2906.98,0.0027327187199591672,0.9888679992083911,False,False,False,False,0,Low,No flags
SHP02471,Minerals,260300,24965,25602,1763.08,0.012497686939214795,0.9751191313178658,False,False,False,False,0,Low,No flags
SHP02468,Agricultural,847130,133802,134659,2072.73,0.03647091048158027,0.993635776294195,False,False,False,False,0,Low,No flags
SHP02464,Agricultural,260300,51051,51619,24.47,0.4542279339635812,0.9889962998120847,False,False,False,False,0,Low,No flags
SHP02458,Machinery,260300,30257,30155,1233.44,0.014662630686747473,1.0033825236279224,False,False,False,False,0,Low,No flags
SHP02456,Electronics,843890,119049,118291,2945.52,0.013160850607434795,1.0064079262158574,False,False,False,False,0,Low,No flags
SHP02671,Electronics,847130,102148,101822,644.62,0.04417684692265844,1.0032016656518237,False,False,False,False,0,Low,No flags
SHP02670,Machinery,843890,21923,22177,2017.19,0.005790137867321263,0.9885466925192767,False,False,False,False,0,Low,No flags
SHP02669,Textiles,847130,79681,80551,1543.46,0.021166429123765405,0.9891993892068379,False,False,False,False,0,Low,No flags
SHP02660,Textiles,260300,77131,78064,2487.32,0.008271454015084594,0.988048268087723,False,False,False,False,0,Low,No flags
SHP02641,Agricultural,847130,41479,41739,2302.62,0.007764580916670935,0.9937708138671266,False,False,False,False,0,Low,No flags
SHP02623,Electronics,520942,54190,53810,1523.6,0.016255520097450328,1.0070618844081025,False,False,False,False,0,Low,No flags
SHP02622,Minerals,100610,44883,44253,1124.33,0.2913852149156666,1.014236322961155,False,False,False,False,0,Low,No flags
SHP02617,Electronics,260300,43930,43689,128.59,0.08281901368455533,1.005516262674815,False,False,False,False,0,Low,No flags
SHP02611,Textiles,260300,148404,147545,558.77,0.06909221992850097,1.005821952624623,False,False,False,False,0,Low,No flags
SHP02610,Electronics,100610,29204,29133,2920.54,0.0034902340790906117,1.002437098822641,False,False,False,False,0,Low,No flags
SHP02604,Minerals,520942,37827,37230,2220.69,0.009323423574446207,1.0160354552780015,False,False,False,False,0,Low,No flags
SHP02601,Minerals,520942,21531,21358,1335.13,0.0037364503046695085,1.0081000093641728,False,False,False,False,0,Low,No flags
SHP02594,Machinery,520942,119892,120080,2738.71,0.009374050242335367,0.9984343770819454,False,False,False,False,0,Low,No flags
SHP02587,Minerals,520942,29641,29541,865.7,0.21670470812381284,1.0033851257574218,False,False,False,False,0,Low,No flags
SHP02576,Agricultural,843890,133259,134146,2643.62,0.021708774413619056,0.9933878013507671,False,False,False,False,0,Low,No flags
SHP02565,Electronics,520942,109319,109194,2258.27,0.05564171821283803,1.001144751543125,False,False,False,False,0,Low,No flags
SHP02789,Minerals,847130,141475,141366,245.25,0.25558721603239576,1.0007710482011234,False,False,False,False,0,Low,No flags
SHP02776,Textiles,260300,69546,68855,1348.98,0.02039339709271196,1.0100355820201874,False,False,False,False,0,Low,No flags
SHP02772,Machinery,260300,49802,50700,2024.26,0.005222366974315835,0.9822879684418145,False,False,False,False,0,Low,No flags
SHP02770,Agricultural,847130,144598,144522,2840.68,0.021307074418471062,1.0005258714936134,False,False,False,False,0,Low,No flags
SHP02766,Electronics,520942,142867,143263,720.36,0.07307561727201575,0.9972358529417924,False,False,False,False,0,Low,No flags
SHP02762,Minerals,260300,123409,122981,1956.18,0.06605940341360891,1.003480212390532,False,False,False,False,0,Low,No flags
SHP02761,Electronics,843890,58565,58471,590.85,0.22374697966410637,1.0016076345538814,False,False,False,False,0,Low,No flags
SHP02755,Machinery,520942,51809,51222,500.83,0.03213615382931559,1.0114599195658116,False,False,False,False,0,Low,No flags
SHP02737,Machinery,843890,75459,75917,1606.69,0.012693378513791908,0.9939670956439269,False,False,False,False,0,Low,No flags
SHP02720,Machinery,843890,122350,122127,1298.19,0.01888709516800492,1.0018259680496533,False,False,False,False,0,Low,No flags
SHP02719,Textiles,520942,113712,112947,2178.56,0.017639724888795522,1.0067730882626365,False,False,False,False,0,Low,No flags
SHP02710,Textiles,260300,12085,11796,2438.04,0.001431374699652343,1.0244998304510002,False,False,False,False,0,Low,No flags
SHP02708,Minerals,520942,116789,115866,2188.85,0.018827215478383105,1.007966098769268,False,False,False,False,0,Low,No flags
SHP02706,Electronics,843890,119190,119679,217.46,0.17235874218463945,0.9959140701376181,False,False,False,False,0,Low,No flags
SHP02691,Textiles,260300,103524,103277,1703.13,0.014559174968834238,1.0023916264027808,False,False,False,False,0,Low,No flags
SHP02680,Agricultural,260300,148914,148842,746.82,0.12293307346948842,1.000483734429798,False,False,False,False,0,Low,No flags
SHP02915,Electronics,843890,15985,16252,178.55,0.04002089548913058,0.98357125276889,False,False,False,False,0,Low,No flags
SHP02913,Textiles,100610,49377,48393,2847.64,0.003852393152939273,1.0203335193106442,False,False,False,False,0,Low,No flags
SHP02899,Electronics,260300,14009,14917,2131.32,0.07732849347159616,0.9391298518468861,False,False,False,False,0,Low,No flags
SHP02898,Agricultural,847130,19040,19186,2738.29,0.0016586938318528816,0.9923902845825081,False,False,False,False,0,Low,No flags
SHP02858,Textiles,260300,146587,145931,543.03,0.12805632294244945,1.00449527516429,False,False,False,False,0,Low,No flags
SHP02857,Textiles,100610,25191,25544,848.5,0.03155033230486756,0.9861807077983088,False,False,False,False,0,Low,No flags
SHP02854,Minerals,847130,147463,147245,1796.15,0.10802564549614159,1.0014805256545214,False,False,False,False,0,Low,No flags
SHP02847,Agricultural,847130,47706,48636,1108.75,0.008835078443129021,0.9808783617073773,False,False,False,False,0,Low,No flags
SHP02840,Machinery,847130,100909,100034,1728.26,0.05503075104778421,1.0087470260111562,False,False,False,False,0,Low,No flags
SHP02825,Textiles,100610,16651,16669,2217.02,0.024464274123051053,0.9989201511788349,False,False,False,False,0,Low,No flags
SHP02824,Textiles,520942,110109,110863,144.47,0.2518698722879366,0.9931988129493158,False,False,False,False,0,Low,No flags
SHP02821,Minerals,843890,12472,12796,809.5,0.012102939028727498,0.9746795873710534,False,False,False,False,0,Low,No flags
SHP02818,Textiles,847130,14946,15154,1245.83,0.002898483062618422,0.9862742510228323,False,False,False,False,0,Low,No flags
SHP02803,Textiles,260300,132067,133015,1310.99,0.18864863912062568,0.9928729842498967,False,False,False,False,0,Low,No flags
SHP02795,Electronics,260300,144280,143360,2696.26,0.01590700353834028,1.0064174107142858,False,False,False,False,0,Low,No flags
SHP02790,Textiles,520942,15988,15437,1739.48,0.00674834989591468,1.0356934637559112,False,False,False,False,0,Low,No flags
SHP02947,Electronics,520942,17343,16888,273.28,0.019617429027505802,1.0269422074846044,False,False,False,False,0,Low,No flags
SHP01800,Machinery,520942,132192,131822,2380.97,0.014892765330017247,1.0028068152508687,False,False,False,False,0,Low,No flags
SHP01797,Agricultural,520942,115282,115209,2891.51,0.1014481784229892,1.0006336310531296,False,False,False,False,0,Low,No flags
SHP01793,Machinery,847130,14586,13660,141.89,0.3821484835234164,1.0677891654465592,False,False,False,False,0,Low,No flags
SHP01791,Agricultural,520942,130983,131277,1776.63,0.01885081476592554,0.9977604607052264,False,False,False,False,0,Low,No flags
SHP01765,Textiles,843890,61298,62280,2811.34,0.045806380915993705,0.9842324983943481,False,False,False,False,0,Low,No flags
SHP01729,Textiles,843890,111918,111876,2336.77,0.08552556367488945,1.000375415638743,False,False,False,False,0,Low,No flags
SHP01710,Agricultural,260300,21285,20974,1421.74,0.0070089380902622405,1.014827882139792,False,False,False,False,0,Low,No flags
SHP01707,Minerals,520942,60090,61028,1022.99,0.020459622822001394,0.9846300058989317,False,False,False,False,0,Low,No flags
SHP01701,Textiles,520942,142022,141723,2249.83,0.14958686820634556,1.0021097492996902,False,False,False,False,0,Low,No flags
SHP01699,Textiles,520942,122771,121985,1872.41,0.014325636560286575,1.0064434151739967,False,False,False,False,0,Low,No flags
SHP01686,Minerals,520942,101171,101799,357.07,0.10133640939432617,0.9938309806579633,False,False,False,False,0,Low,No flags
SHP01670,Minerals,520942,68545,68162,2518.08,0.005587261235448031,1.0056189665796191,False,False,False,False,0,Low,No flags
SHP01668,Agricultural,100610,15663,16630,2766.78,0.002011760270431134,0.9418520745640409,False,False,False,False,0,Low,No flags
SHP01666,Electronics,100610,33887,33461,485.35,0.019695265932150513,1.012731239353277,False,False,False,False,0,Low,No flags
SHP02917,Machinery,847130,107061,106222,2434.3,0.06534947941562509,1.0078985520890211,False,False,False,False,0,Low,No flags
SHP03094,Minerals,520942,59598,58636,1384.81,0.011713922405404024,1.0164063032949042,False,False,False,False,0,Low,No flags
SHP03092,Machinery,847130,147775,147430,2390.99,0.013613423507152118,1.002340093603744,False,False,False,False,0,Low,No flags
SHP03077,Textiles,260300,34107,34068,1869.17,0.026522000624328843,1.0011447692849595,False,False,False,False,0,Low,No flags
SHP03071,Agricultural,843890,121338,120675,601.76,0.11042635651013324,1.005494095711622,False,False,False,False,0,Low,No flags
SHP03069,Machinery,843890,113262,114047,880.68,0.028617587829479745,0.9931168728682035,False,False,False,False,0,Low,No flags
SHP03051,Machinery,843890,140233,139639,2610.62,0.044652002133137456,1.00425382593688,False,False,False,False,0,Low,No flags
SHP03028,Agricultural,847130,25729,26646,1557.48,0.035834347681167146,0.9655858290174886,False,False,False,False,0,Low,No flags
SHP03014,Minerals,260300,105837,106295,1658.8,0.9522888331431821,0.9956912366527118,False,False,False,False,0,Low,No flags
SHP03010,Agricultural,100610,14305,14776,2738.58,0.003441047427029372,0.9681239848402815,False,False,False,False,0,Low,No flags
SHP03008,Textiles,520942,45653,46629,845.69,0.031754787076059714,0.9790688198331511,False,False,False,False,0,Low,No flags
SHP02988,Machinery,847130,58778,57986,105.76,0.12155900614541186,1.0136584692856896,False,False,False,False,0,Low,No flags
SHP02986,Electronics,100610,68109,69045,1527.97,0.011429443087132703,0.9864436237236585,False,False,False,False,0,Low,No flags
SHP02983,Machinery,843890,12871,12669,932.26,0.004995019649897361,1.0159444312889732,False,False,False,False,0,Low,No flags
SHP02965,Textiles,520942,57232,57061,1644.52,0.007024958467658006,1.0029967929058377,False,False,False,False,0,Low,No flags
SHP02952,Textiles,100610,59780,59451,406.38,0.2218758613092517,1.0055339691510656,False,False,False,False,0,Low,No flags
SHP02951,Textiles,100610,121829,120899,736.2,0.10246660325005909,1.0076923713182078,False,False,False,False,0,Low,No flags
SHP03223,Agricultural,843890,122602,123345,294.72,0.083415849721763,0.9939762454902915,False,False,False,False,0,Low,No flags
SHP03219,Electronics,843890,147923,147585,2804.71,0.017162683074106445,1.0022902056442051,False,False,False,False,0,Low,No flags
SHP03217,Agricultural,100610,64924,64622,34.61,0.6846255565139817,1.0046733310637244,False,False,False,False,0,Low,No flags
SHP03189,Agricultural,847130,65325,65971,2058.77,0.008179971821903541,0.9902078185869548,False,False,False,False,0,Low,No flags
SHP03188,Agricultural,100610,60084,60480,826.68,0.054037981999211074,0.993452380952381,False,False,False,False,0,Low,No flags
SHP03179,Textiles,847130,73774,74359,1209.81,0.22669079285515017,0.9921327613335306,False,False,False,False,0,Low,No flags
SHP03166,Machinery,843890,148893,148594,1084.02,0.05556336240706339,1.0020121943012503,False,False,False,False,0,Low,No flags
SHP03149,Textiles,260300,28631,28470,1868.85,0.003363362601377891,1.0056550755180893,False,False,False,False,0,Low,No flags
SHP03146,Electronics,843890,122538,122587,1177.21,0.025173368380778,0.9996002838800199,False,False,False,False,0,Low,No flags
SHP03143,Machinery,843890,111154,111240,2252.94,0.011253948530772993,0.9992268967997123,False,False,False,False,0,Low,No flags
SHP03137,Machinery,847130,121377,120905,1105.09,0.029367511528932508,1.0039038914850502,False,False,False,False,0,Low,No flags
SHP03135,Agricultural,260300,76442,76593,1445.97,0.02604214308420505,0.9980285404671445,False,False,False,False,0,Low,No flags
SHP03116,Textiles,100610,148563,149433,1016.99,0.03421102632549334,0.9941779928128325,False,False,False,False,0,Low,No flags
SHP03115,Machinery,843890,52155,52672,2820.96,0.006162795644036073,0.9901845382746051,False,False,False,False,0,Low,No flags
SHP03114,Agricultural,843890,143709,143644,2156.13,0.02612754271543432,1.0004525075882043,False,False,False,False,0,Low,No flags
SHP03101,Textiles,100610,26622,26239,2661.53,0.0032773647932646116,1.0145965928579594,False,False,False,False,0,Low,No flags
SHP01660,Agricultural,260300,129296,129053,2606.18,0.015241569433231485,1.001882947316219,False,False,False,False,0,Low,No flags
SHP01650,Machinery,260300,75333,75116,2594.98,0.006397153270955424,1.0028888652217902,False,False,False,False,0,Low,No flags
SHP01647,Textiles,260300,11563,12095,2653.02,0.00657379979147359,0.9560148821827201,False,False,False,False,0,Low,No flags
SHP01644,Machinery,100610,50678,51465,760.17,0.030707815138952863,0.9847080540172933,False,False,False,False,0,Low,No flags
SHP01629,Minerals,100610,37664,37883,2859.77,0.00287623715187159,0.9942190428424359,False,False,False,False,0,Low,No flags
SHP01628,Electronics,100610,107454,106780,1446.42,0.05763353407292667,1.0063120434538304,False,False,False,False,0,Low,No flags
SHP01613,Textiles,260300,20329,20928,1637.3,0.03373960045568128,0.9713780581039755,False,False,False,False,0,Low,No flags
SHP01607,Electronics,843890,103453,102851,811.28,0.04088433561296777,1.0058531273395495,False,False,False,False,0,Low,No flags
SHP01591,Agricultural,520942,22084,21506,146.96,0.109928443969944,1.026876220589603,False,False,False,False,0,Low,No flags
SHP01589,Agricultural,843890,20797,20833,1692.33,0.010686064671835256,0.9982719723515576,False,False,False,False,0,Low,No flags
SHP03269,Electronics,847130,20451,20802,2336.54,0.003428392320775372,0.98312662244015,False,False,False,False,0,Low,No flags
SHP03266,Agricultural,843890,65574,64819,1083.53,0.014002512645342587,1.0116478193122387,False,False,False,False,0,Low,No flags
SHP03253,Textiles,520942,122257,121671,1374.72,0.03231551296027132,1.0048162668178942,False,False,False,False,0,Low,No flags
SHP03239,Textiles,847130,148103,148881,2315.82,0.018240937013297997,0.9947743499842155,False,False,False,False,0,Low,No flags
SHP03235,Electronics,847130,66262,65655,203.99,0.07275020123453123,1.0092452973878607,False,False,False,False,0,Low,No flags
SHP03234,Agricultural,847130,117421,118272,1846.76,0.013360404606497199,0.9928047213203464,False,False,False,False,0,Low,No flags
SHP03401,Agricultural,847130,139210,138811,1658.7,0.017093110362850106,1.0028744119702329,False,False,False,False,0,Low,No flags
SHP03386,Agricultural,847130,65275,65358,2941.09,0.00711123117849527,0.9987300712996113,False,False,False,False,0,Low,No flags
SHP03384,Machinery,260300,111373,110692,2579.34,0.011071506465677066,1.0061522061214903,False,False,False,False,0,Low,No flags
SHP03383,Agricultural,260300,145938,145623,1318.21,0.04809262351005155,1.002163119836839,False,False,False,False,0,Low,No flags
SHP03379,Agricultural,843890,38264,37561,1968.58,0.018564814651741417,1.0187162216128431,False,False,False,False,0,Low,No flags
SHP03375,Electronics,100610,119746,119872,2566.02,0.03032231522608524,0.9989488788040577,False,False,False,False,0,Low,No flags
SHP03372,Machinery,100610,143480,144474,2896.57,0.017921291376980546,0.993119869319047,False,False,False,False,0,Low,No flags
SHP03363,Agricultural,520942,12787,11868,1200.61,0.017261619724722052,1.0774351196494776,False,False,False,False,0,Low,No flags
SHP03355,Machinery,847130,143312,143153,2994.06,0.07621885388270475,1.0011106997408368,False,False,False,False,0,Low,No flags
SHP03354,Machinery,260300,120152,121087,498.5,0.06260443668668343,0.9922782792537597,False,False,False,False,0,Low,No flags
SHP03353,Agricultural,843890,77082,76194,2166.92,0.013322902055151235,1.0116544609811797,False,False,False,False,0,Low,No flags
SHP03317,Electronics,100610,49560,49186,281.72,0.23676898054997284,1.007603789696255,False,False,False,False,0,Low,No flags
SHP03294,Minerals,100610,63277,64225,863.41,0.014926133249276285,0.9852393927598287,False,False,False,False,0,Low,No flags
SHP03289,Textiles,520942,44237,44698,881.95,0.02041439651281479,0.9896863394335317,False,False,False,False,0,Low,No flags
SHP03270,Machinery,843890,36604,36383,1559.92,0.017723040719881986,1.0060742654536459,False,False,False,False,0,Low,No flags
SHP01663,Electronics,843890,7365,7664,2138.01,0.0010956717938215429,0.9609864300626305,False,False,False,False,0,Low,No flags
SHP03536,Agricultural,843890,76451,75698,317.05,0.19399220717233984,1.0099474226531744,False,False,False,False,0,Low,No flags
SHP03526,Textiles,100610,51923,52066,2855.76,0.0043044152498597195,0.9972534859601275,False,False,False,False,0,Low,No flags
SHP03522,Machinery,847130,123116,122719,765.37,0.2978854574814699,1.0032350328799942,False,False,False,False,0,Low,No flags
SHP03518,Machinery,100610,18261,17990,819.35,0.012443985963870736,1.0150639244024457,False,False,False,False,0,Low,No flags
SHP03516,Electronics,847130,107715,107394,930.74,0.02328112935335235,1.0029889937985361,False,False,False,False,0,Low,No flags
SHP03512,Agricultural,843890,34644,34022,1073.92,0.009681688527616052,1.0182822879313385,False,False,False,False,0,Low,No flags
SHP03504,Electronics,100610,13560,13145,730.22,0.005253110637599403,1.0315709395207304,False,False,False,False,0,Low,No flags
SHP03460,Agricultural,843890,15721,15060,78.62,0.06037495222540514,1.043891102257636,False,False,False,False,0,Low,No flags
SHP03458,Electronics,847130,31285,30679,381.29,0.01691063640273375,1.0197529254538935,False,False,False,False,0,Low,No flags
SHP03457,Machinery,843890,57088,57928,1063.23,0.01741582617870614,0.9854992404364038,False,False,False,False,0,Low,No flags
SHP03456,Minerals,260300,37887,36950,1794.24,0.006029669967692543,1.0253585926928281,False,False,False,False,0,Low,No flags
